"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"COE",NA,"COE","ROCK ISLAND",NA,NA,"IL","1898",TRUE,"1900","7",75181,"Rock Island","COE","ROCK ISLAND","IL","428826","Civil","Township of Coe","Rock Island","41.6273864","-90.2672097","217","712",TRUE,NA
"COLFAX",NA,"COLFAX","WEXFORD",NA,NA,"MI","1877",TRUE,"1889","7",75381,"Wexford","COLFAX","WEXFORD","MI","1626115","Civil","Township of Colfax","Wexford","44.3816121","-85.5198408","404","1325",TRUE,NA
"COLOMA",NA,"COLOMA","WHITESIDE",NA,NA,"IL","1853",TRUE,"1857","7",75478,"Whiteside","COLOMA","WHITESIDE","IL","428832","Civil","Township of Coloma","Whiteside","41.771884","-89.6913056","197","646",TRUE,NA
"COLUMBUS",NA,"COLUMBUS C.H.","COLUMBUS",NA,NA,"NC","1811",TRUE,"1821","7",75557,"Columbus","COLUMBUS","COLUMBUS","NC","1026339","Civil","Columbus County","Columbus","34.2656451","-78.6550309","14","46",TRUE,NA
"COMO",NA,"COMO","MARSHALL",NA,NA,"MN","1902",TRUE,"1903","6",75617,"Marshall","COMO","MARSHALL","MN","663857","Civil","Township of Como","Marshall","48.5003052","-96.0594716","365","1197",TRUE,NA
"COPLEY",NA,"COPLEY","CLEARWATER",NA,NA,"MN","1895",TRUE,"1899","7",75954,"Clearwater","COPLEY","CLEARWATER","MN","663867","Civil","Township of Copley","Clearwater","47.5450458","-95.359355","438","1437",TRUE,NA
"CORNISH",NA,"CORNISH","SIBLEY",NA,NA,"MN","1869",TRUE,"1882","7",76117,"Sibley","CORNISH","SIBLEY","MN","663875","Civil","Township of Cornish","Sibley","44.4996304","-94.4320406","312","1024",TRUE,NA
"CORNWALL",NA,"CORNWALL","HENRY",NA,NA,"IL","1879",TRUE,"1894","6",76131,"Henry","CORNWALL","HENRY","IL","428845","Civil","Township of Cornwall","Henry","41.3665698","-90.0295826","200","656",TRUE,NA
"COTTRELLVILLE",NA,"COTTRELLVILLE","ST. CLAIR",NA,NA,"MI","1827",FALSE,"1863","6",76277,"Saint Clair","COTTRELLVILLE","ST. CLAIR","MI","1626136","Civil","Township of Cottrellville","St. Clair","42.6943824","-82.5570525","183","600",TRUE,NA
"CRAB CREEK",NA,"CRAB CREEK","HENDERSON",NA,NA,"NC","1875",TRUE,"1878","8",76431,"Henderson","CRAB CREEK","HENDERSON","NC","1026788","Civil","Township of Crab Creek","Henderson","35.2508032","-82.5634565","760","2493",TRUE,NA
"CRAIG",NA,"CRAIG","SWITZERLAND",NA,NA,"IN","1849",TRUE,"1907","4",76467,"Switzerland","CRAIG","SWITZERLAND","IN","453249","Civil","Township of Craig","Switzerland","38.7499378","-85.1532002","229","751",TRUE,NA
"CRANE CREEK",NA,"CRANE CREEK","MASON",NA,NA,"IL","1842",FALSE,"1870","7",76532,"Mason","CRANE CREEK","MASON","IL","428852","Civil","Township of Crane Creek","Mason","40.1745026","-89.8826545","171","561",TRUE,NA
"CROSS CREEK",NA,"CROSS CREEK","JEFFERSON",NA,NA,"OH","1854",FALSE,"1867","7",76851,"Jefferson","CROSS CREEK","JEFFERSON","OH","1086377","Civil","Township of Cross Creek","Jefferson","40.3300951","-80.7049604","288","945",TRUE,NA
"CYPRESS CREEK",NA,"CYPRESS CREEK","BLADEN",NA,NA,"NC","1850",FALSE,"1906","5",77262,"Bladen","CYPRESS CREEK","BLADEN","NC","1026428","Civil","Township of Cypress Creek","Bladen","34.7672989","-78.466585","30","98",TRUE,NA
"DALE",NA,"DALE","COTTONWOOD",NA,NA,"MN","1878",FALSE,"1895","6",77353,"Cottonwood","DALE","COTTONWOOD","MN","663917","Civil","Township of Dale","Cottonwood","43.9779431","-95.1601873","435","1427",TRUE,NA
"DAVIS",NA,"DAVIS","STARKE",NA,NA,"IN","1886",TRUE,"1902","4",77634,"Starke","DAVIS","STARKE","IN","453254","Civil","Township of Davis","Starke","41.3843373","-86.6428931","205","673",TRUE,NA
"DEERCREEK",NA,"DEERCREEK","PICKAWAY",NA,NA,"OH","1856",TRUE,"1903","3",77952,"Pickaway","DEERCREEK","PICKAWAY","OH","1086794","Civil","Township of Deercreek","Pickaway","39.5599616","-83.113352","218","715",TRUE,NA
"DEMOCRAT",NA,"DEMOCRAT","CARROLL",NA,NA,"IN","1840",TRUE,"1842","9",78166,"Carroll","DEMOCRAT","CARROLL","IN","453263","Civil","Township of Democrat","Carroll","40.4675054","-86.5248842","225","738",TRUE,NA
"DENMARK",NA,"DENMARK","WASHINGTON",NA,NA,"MN","1878",FALSE,"1901","5",78192,"Washington","DENMARK","WASHINGTON","MN","663965","Civil","Township of Denmark","Washington","44.811015","-92.8226984","290","951",TRUE,NA
"DENVER",NA,"DENVER","ROCK",NA,NA,"MN","1885",TRUE,"1887","7",78253,"Rock","DENVER","ROCK","MN","663968","Civil","Township of Denver","Rock","43.8066009","-96.2338567","523","1716",TRUE,NA
"DERRYNANE",NA,"DERRYNANE","LE SUEUR",NA,NA,"MN","1861",TRUE,"1861","9",78299,"Le Sueur","DERRYNANE","LE SUEUR","MN","663969","Civil","Township of Derrynane","Le Sueur","44.5001007","-93.7072682","312","1024",TRUE,NA
"DEWALD",NA,"DEWALD","NOBLES",NA,NA,"MN","1872",TRUE,"1876","7",78364,"Nobles","DEWALD","NOBLES","MN","663974","Civil","Township of Dewald","Nobles","43.6307416","-95.7536781","505","1657",TRUE,NA
"DEWEY",NA,"DEWEY","LAPORTE",NA,NA,"IN","1899",TRUE,"1902","5",78375,"La Porte","DEWEY","LAPORTE","IN","453264","Civil","Township of Dewey","LaPorte","41.3029406","-86.8762965","204","669",TRUE,NA
"DISMAL",NA,"DISMAL","SAMPSON",NA,NA,"NC","1869",TRUE,"1904","5",78604,"Sampson","DISMAL","SAMPSON","NC","1027169","Civil","Township of Dismal","Sampson","35.096227","-78.5944736","45","148",TRUE,NA
"DODDRIDGE",NA,"DODDRIDGE","DODDRIDGE",NA,NA,"WV","1868",TRUE,"1869","9",78700,"Doddridge","DODDRIDGE","DODDRIDGE","WV","1689476","Civil","Doddridge County","Doddridge","39.2691705","-80.7069659","381","1250",TRUE,NA
"DORA",NA,"DORA","OTTER TAIL",NA,NA,"MN","1880",TRUE,"1906","5",78848,"Otter Tail","DORA","OTTER TAIL","MN","663992","Civil","Township of Dora","Otter Tail","46.5859726","-95.8437498","428","1404",TRUE,NA
"DORR",NA,"DORR","MCHENRY",NA,NA,"IL","1845",TRUE,"1852","6",78882,"McHenry","DORR","MCHENRY","IL","428904","Civil","Township of Dorr","McHenry","42.2841035","-88.41361","283","928",TRUE,NA
"DRURY",NA,"DRURY","ROCK ISLAND",NA,NA,"IL","1853",TRUE,"1892","4",79213,"Rock Island","DRURY","ROCK ISLAND","IL","428912","Civil","Township of Drury","Rock Island","41.3779108","-90.9784113","194","636",TRUE,NA
"DRY POINT",NA,"DRY POINT","SHELBY",NA,NA,"IL","1864",TRUE,"1866","8",79241,"Shelby","DRY POINT","SHELBY","IL","428914","Civil","Township of Dry Point","Shelby","39.2454813","-88.8614171","180","591",TRUE,NA
"DRYDEN",NA,"DRYDEN","SIBLEY",NA,NA,"MN","1858",FALSE,"1886","7",79256,"Sibley","DRYDEN","SIBLEY","MN","664002","Civil","Township of Dryden","Sibley","44.5883602","-94.1927673","303","994",TRUE,NA
"DU PAGE",NA,"DU PAGE (1)","WILL",NA,NA,"IL","1833",TRUE,"1854","7",79271,"Will","DU PAGE","WILL","IL","428920","Civil","Township of Du Page","Will","41.683766","-88.0878199","210","689",TRUE,NA
"DU PAGE",NA,"DU PAGE (2)","WILL",NA,NA,"IL","1856",TRUE,"1899","3",79272,"Will","DU PAGE","WILL","IL","428920","Civil","Township of Du Page","Will","41.683766","-88.0878199","210","689",TRUE,NA
"DUPLIN","OLD","DUPLIN (OLD) C.H.","DUPLIN",NA,NA,"NC","1794",TRUE,"1841","6",79553,"Duplin","DUPLIN","DUPLIN","NC","1026132","Civil","Duplin County","Duplin","34.9365348","-77.9330277","28","92",TRUE,NA
"DUTCH CREEK",NA,"DUTCH CREEK","WASHINGTON",NA,NA,"IA","1845",TRUE,"1879","6",79615,"Washington","DUTCH CREEK","WASHINGTON","IA","467746","Civil","Township of Dutch Creek","Washington","41.2838463","-91.8874196","225","738",TRUE,NA
"DUTCHVILLE",NA,"DUTCHVILLE","GRANVILLE",NA,NA,"NC","1833",TRUE,"1904","5",79624,"Granville","DUTCHVILLE","GRANVILLE","NC","1026713","Civil","Township of Dutchville","Granville","36.1269883","-78.7355297","118","387",TRUE,NA
"EAGLE CREEK",NA,"EAGLE CREEK","GALLATIN",NA,NA,"IL","1836",FALSE,"1878","8",79709,"Gallatin","EAGLE CREEK","GALLATIN","IL","428925","Civil","Township of Eagle Creek","Gallatin","37.6433926","-88.3189715","110","361",TRUE,NA
"EAGLE CREEK",NA,"EAGLE CREEK","LAKE",NA,NA,"IN","1838",FALSE,"1868","7",79710,"Lake","EAGLE CREEK","LAKE","IN","453270","Civil","Township of Eagle Creek","Lake","41.2820755","-87.2838075","199","653",TRUE,NA
"EAST GROVE",NA,"EAST GROVE","LEE",NA,NA,"IL","1839",TRUE,"1839","9",79892,"Lee","EAST GROVE","LEE","IL","428934","Civil","Township of East Grove","Lee","41.6282157","-89.4588338","231","758",TRUE,NA
"EAST NELSON",NA,"EAST NELSON","MOULTRIE",NA,NA,"IL","1839",TRUE,"1843","7",79935,"Moultrie","EAST NELSON","MOULTRIE","IL","428936","Civil","Township of East Nelson","Moultrie","39.5642187","-88.5283621","198","650",TRUE,NA
"EATON",NA,"EATON","EATON",NA,NA,"MI","1839",TRUE,"1856","8",80067,"Eaton","EATON","EATON","MI","1622965","Civil","Eaton County","Eaton","42.5960698","-84.8383148","281","922",TRUE,NA
"ECKVOLL",NA,"ECKVOLL","MARSHALL",NA,NA,"MN","1892",TRUE,"1907","5",80137,"Marshall","ECKVOLL","MARSHALL","MN","664039","Civil","Township of Eckvoll","Marshall","48.3239511","-95.7871583","352","1155",TRUE,NA
"EDEN",NA,"EDEN","SENECA",NA,NA,"OH","1825",TRUE,"1830","7",80177,"Seneca","EDEN","SENECA","OH","1086944","Civil","Township of Eden","Seneca","41.0370688","-83.1317561","253","830",TRUE,NA
"EDNA",NA,"EDNA","CASS",NA,NA,"IA","1854",TRUE,"1872","7",80281,"Cass","EDNA","CASS","IA","467768","Civil","Township of Edna","Cass","41.2012588","-94.8712967","355","1165",TRUE,NA
"EGYPT",NA,"EGYPT","YANCEY",NA,NA,"NC","1855",TRUE,"1866","7",80396,"Yancey","EGYPT","YANCEY","NC","1027364","Civil","Township of Egypt","Yancey","35.9749865","-82.4303429","941","3087",TRUE,NA
"ELEVATION",NA,"ELEVATION","JOHNSTON",NA,NA,"NC","1851",FALSE,"1903","5",80551,"Johnston","ELEVATION","JOHNSTON","NC","1026849","Civil","Township of Elevation","Johnston","35.4692384","-78.5192798","41","135",TRUE,NA
"ELIZABETH",NA,"ELIZABETH","LAWRENCE",NA,NA,"OH","1846",TRUE,"1852","7",80595,"Lawrence","ELIZABETH","LAWRENCE","OH","1086440","Civil","Township of Elizabeth","Lawrence","38.6329708","-82.6789216","182","597",TRUE,NA
"ELK LAKE",NA,"ELK LAKE","GRANT",NA,NA,"MN","1877",TRUE,"1892","6",80647,"Grant","ELK LAKE","GRANT","MN","664068","Civil","Township of Elk Lake","Grant","45.8900917","-95.8200043","375","1230",TRUE,NA
"ELLINGTON",NA,"ELLINGTON","DODGE",NA,NA,"MN","1858",TRUE,"1902","5",80781,"Dodge","ELLINGTON","DODGE","MN","664074","Civil","Township of Ellington","Dodge","44.1532907","-92.9854584","383","1257",TRUE,NA
"EMINENCE",NA,"EMINENCE","LOGAN",NA,NA,"IL","1838",FALSE,"1871","6",81108,"Logan","EMINENCE","LOGAN","IL","428967","Civil","Township of Eminence","Logan","40.2733566","-89.3193605","202","663",TRUE,NA
"EMMETT",NA,"EMMETT","CALHOUN",NA,NA,"MI","1846",TRUE,"1859","6",81139,"Calhoun","EMMETT","CALHOUN","MI","1626239","Civil","Township of Emmett","Calhoun","42.2869362","-85.1161066","284","932",TRUE,NA
"ENSLEY",NA,"ENSLEY","NEWAYGO",NA,NA,"MI","1867",FALSE,"1898","5",81273,"Newaygo","ENSLEY","NEWAYGO","MI","1626243","Civil","Township of Ensley","Newaygo","43.3376549","-85.6224663","302","991",TRUE,NA
"ERICSON",NA,"ERICSON","RENVILLE",NA,NA,"MN","1877",TRUE,"1879","8",81366,"Renville","ERICSON","RENVILLE","MN","664106","Civil","Township of Ericson","Renville","44.8472947","-95.3002449","323","1060",TRUE,NA
"ERIE",NA,"ERIE","BECKER",NA,NA,"MN","1884",TRUE,"1892","7",81371,"Becker","ERIE","BECKER","MN","664107","Civil","Township of Erie","Becker","46.8470473","-95.7317462","458","1503",TRUE,NA
"ESTILL",NA,"ESTILL C.H.","ESTILL",NA,NA,"KY","1813",FALSE,"1822","8",81502,"Estill","ESTILL","ESTILL","KY","516879","Civil","Estill County","Estill","37.6924815","-83.9643302","196","643",TRUE,NA
"EVELINE",NA,"EVELINE","CHARLEVOIX",NA,NA,"MI","1877",TRUE,"1880","8",81672,"Charlevoix","EVELINE","CHARLEVOIX","MI","1626255","Civil","Township of Eveline","Charlevoix","45.2401644","-85.151553","225","738",TRUE,NA
"FAIRVIEW",NA,"FAIRVIEW","FAYETTE",NA,NA,"IN","1835",TRUE,"1836","9",81968,"Fayette","FAIRVIEW","FAYETTE","IN","453289","Civil","Township of Fairview","Fayette","39.6716593","-85.2720598","321","1053",TRUE,NA
"FALLSTOWN",NA,"FALLSTOWN","IREDELL",NA,NA,"NC","1811",FALSE,"1866","5",82066,"Iredell","FALLSTOWN","IREDELL","NC","1026820","Civil","Township of Fallstown","Iredell","35.6850974","-80.930765","256","840",TRUE,NA
"FAXON",NA,"FAXON","SIBLEY",NA,NA,"MN","1859",TRUE,"1901","5",82291,"Sibley","FAXON","SIBLEY","MN","664151","Civil","Township of Faxon","Sibley","44.6458781","-93.836377","301","988",TRUE,NA
"FEATHERSTONE",NA,"FEATHERSTONE","GOODHUE",NA,NA,"MN","1858",TRUE,"1863","7",82328,"Goodhue","FEATHERSTONE","GOODHUE","MN","664153","Civil","Township of Featherstone","Goodhue","44.4995604","-92.610839","333","1093",TRUE,NA
"FERRELLS",NA,"FERRELLS","NASH",NA,NA,"NC","1890",TRUE,"1892","7",82461,"Nash","FERRELLS","NASH","NC","1026981","Civil","Township of Ferrells","Nash","35.8793209","-78.1695266","74","243",TRUE,NA
"FERRIS",NA,"FERRIS","MONTCALM",NA,NA,"MI","1858",TRUE,"1907","2",82466,"Montcalrn","FERRIS","MONTCALM","MI","1626278","Civil","Township of Ferris","Montcalm","43.3357985","-84.9050397","269","883",TRUE,NA
"FLATS",NA,"FLATS","MACON",NA,NA,"NC","1882",TRUE,"1951","1",82841,"Macon","FLATS","MACON","NC","1026905","Civil","Township of Flats","Macon","35.0225465","-83.3182695","1157","3796",TRUE,NA
"FLEMING",NA,"FLEMING C.H.","FLEMING",NA,NA,"KY","1801",TRUE,"1818","7",82869,"Fleming","FLEMING","FLEMING","KY","516881","Civil","Fleming County","Fleming","38.3701068","-83.6966441","272","892",TRUE,NA
"FLORENCE",NA,"FLORENCE","GOODHUE",NA,NA,"MN","1858",TRUE,"1867","7",82979,"Goodhue","FLORENCE","GOODHUE","MN","664180","Civil","Township of Florence","Goodhue","44.4960568","-92.3609309","220","722",TRUE,NA
"FLOYD",NA,"FLOYD C.H.","FLOYD",NA,NA,"KY","1816",TRUE,"1824","7",83037,"Floyd","FLOYD","FLOYD","KY","516882","Civil","Floyd County","Floyd","37.5571085","-82.7457041","243","797",TRUE,NA
"FLYNN",NA,"FLYNN","SANILAC",NA,NA,"MI","1895",TRUE,"1904","6",83059,"Sanilac","FLYNN","SANILAC","MI","1626291","Civil","Township of Flynn","Sanilac","43.2864566","-82.9421498","238","781",TRUE,NA
"FOREST HOME",NA,"FOREST HOME","ANTRIM",NA,NA,"MI","1875",TRUE,"1876","8",83218,"Antrirn","FOREST HOME","ANTRIM","MI","1626297","Civil","Township of Forest Home","Antrim","44.9832685","-85.2555772","183","600",TRUE,NA
"FOREST PRAIRIE",NA,"FOREST PRAIRIE","MEEKER",NA,NA,"MN","1879",TRUE,"1881","8",83229,"Meeker","FOREST PRAIRIE","MEEKER","MN","664196","Civil","Township of Forest Prairie","Meeker","45.2818272","-94.445046","345","1132",TRUE,NA
"FORSYTHE",NA,"FORSYTHE","FORSYTH",NA,NA,"NC","1888",TRUE,"1888","8",83339,"Forsyth","FORSYTHE","FORSYTH","NC","1008552","Civil","Forsythe County","Forsyth","36.1306195","-80.2563","285","935",TRUE,NA
"FOUNTAIN BLUFF",NA,"FOUNTAIN BLUFF","JACKSON",NA,NA,"IL","1868",TRUE,"1908","4",83506,"Jackson","FOUNTAIN BLUFF","JACKSON","IL","429017","Civil","Township of Fountain Bluff","Jackson","37.7411832","-89.5413694","107","351",TRUE,NA
"FRANKLIN",NA,"FRANKLIN","WRIGHT",NA,NA,"MN","1858",TRUE,"1861","7",83689,"Wright","FRANKLIN","WRIGHT","MN","664219","Civil","Township of Franklin","Wright","45.0337275","-93.8319648","290","951",TRUE,NA
"FREELAND",NA,"FREELAND","LAC QUI PARLE",NA,NA,"MN","1891",TRUE,"1904","5",83851,"Lac Qui Parle","FREELAND","LAC QUI PARLE","MN","664226","Civil","Township of Freeland","Lac qui Parle","44.8488598","-96.2767878","343","1125",TRUE,NA
"FREEMAN",NA,"FREEMAN","FREEBORN",NA,NA,"MN","1899",TRUE,"1899","7",83863,"Freeborn","FREEMAN","FREEBORN","MN","664227","Civil","Township of Freeman","Freeborn","43.5426724","-93.3487957","377","1237",TRUE,NA
"GAP CIVIL",NA,"GAP CIVIL","ALLEGHANY",NA,NA,"NC","1860",TRUE,"1879","7",84333,"Alleghany","GAP CIVIL","ALLEGHANY","NC","1026366","Civil","Township of Gap Civil","Alleghany","36.5250958","-81.1190488","894","2933",TRUE,NA
"GENEVA",NA,"GENEVA","JENNINGS",NA,NA,"IN","1820",TRUE,"1834","8",84626,"Jennings","GENEVA","JENNINGS","IN","453323","Civil","Township of Geneva","Jennings","39.0793881","-85.724084","204","669",TRUE,NA
"GENOA",NA,"GENOA","DELAWARE",NA,NA,"OH","1819",TRUE,"1849","3",84650,"Delaware","GENOA","DELAWARE","OH","1086047","Civil","Township of Genoa","Delaware","40.1744077","-82.8974586","282","925",TRUE,NA
"GETTY",NA,"GETTY","STEARNS",NA,NA,"MN","1871",FALSE,"1879","8",84789,"Stearns","GETTY","STEARNS","MN","664264","Civil","Township of Getty","Stearns","45.6290624","-94.9534572","402","1319",TRUE,NA
"GILBOA",NA,"GILBOA","BENTON",NA,NA,"IN","1886",TRUE,"1888","7",84893,"Benton","GILBOA","BENTON","IN","453330","Civil","Township of Gilboa","Benton","40.6931288","-87.153984","231","758",TRUE,NA
"GILCHRIST",NA,"GILCHRIST","POPE",NA,NA,"MN","1868",TRUE,"1905","5",84899,"Pope","GILCHRIST","POPE","MN","664269","Civil","Township of Gilchrist","Pope","45.4558104","-95.3163215","369","1211",TRUE,NA
"GILLAM",NA,"GILLAM","JASPER",NA,NA,"IN","1898",TRUE,"1903","5",84930,"Jasper","GILLAM","JASPER","IN","453332","Civil","Township of Gillam","Jasper","41.0540757","-86.966071","210","689",TRUE,NA
"GLASGOW",NA,"GLASGOW","WABASHA",NA,NA,"MN","1863",TRUE,"1879","7",85096,"Wabasha","GLASGOW","WABASHA","MN","664274","Civil","Township of Glasgow","Wabasha","44.3231997","-92.1294613","218","715",TRUE,NA
"GRAFTON",NA,"GRAFTON","SIBLEY",NA,NA,"MN","1875",TRUE,"1879","7",85746,"Sibley","GRAFTON","SIBLEY","MN","664306","Civil","Township of Grafton","Sibley","44.6732191","-94.5635986","327","1073",TRUE,NA
"GRANBY",NA,"GRANBY","NICOLLET",NA,NA,"MN","1860",FALSE,"1881","7",85792,"Nicollet","GRANBY","NICOLLET","MN","664310","Civil","Township of Granby","Nicollet","44.3271729","-94.1931308","299","981",TRUE,NA
"GRANT",NA,"GRANT","GRANT",NA,NA,"WV","1866",TRUE,"1880","6",85928,"Grant","GRANT","GRANT","WV","1697238","Civil","Grant County","Grant","39.1051348","-79.1955703","539","1768",TRUE,NA
"GREEN LAKE",NA,"GREEN LAKE","KANDIYOHI",NA,NA,"MN","1857",FALSE,"1906","5",86192,"Kandiyohi","GREEN LAKE","KANDIYOHI","MN","664342","Civil","Township of Green Lake","Kandiyohi","45.1951931","-94.9403879","365","1197",TRUE,NA
"GREEN RIVER",NA,"GREEN RIVER","HENDERSON",NA,NA,"NC","1853",FALSE,"1890","6",86223,"Henderson","GREEN RIVER","HENDERSON","NC","1026790","Civil","Township of Green River","Henderson","35.20927","-82.4582999","649","2129",TRUE,NA
"GUYAN",NA,"GUYAN","GALLIA",NA,NA,"OH","1857",TRUE,"1858","9",86817,"Gallia","GUYAN","GALLIA","OH","1086138","Civil","Township of Guyan","Gallia","38.6296917","-82.311205","241","791",TRUE,NA
"HADLEY",NA,"HADLEY","CHATHAM",NA,NA,"NC","1894",TRUE,"1907","6",86888,"Chatham","HADLEY","CHATHAM","NC","1026537","Civil","Township of Hadley","Chatham","35.8042496","-79.2835972","170","558",TRUE,NA
"HALE",NA,"HALE","MCLEOD",NA,NA,"MN","1872",FALSE,"1881","7",86965,"McLeod","HALE","MCLEOD","MN","664371","Civil","Township of Hale","McLeod","44.9359902","-94.1953293","321","1053",TRUE,NA
"HALLOCK",NA,"HALLOCK","PEORIA",NA,NA,"IL","1860",TRUE,"1902","4",87034,"Peoria","HALLOCK","PEORIA","IL","429098","Civil","Township of Hallock","Peoria","40.9296697","-89.5818287","203","666",TRUE,NA
"HAMILTON",NA,"HAMILTON","HAMILTON",NA,NA,"IL","1842",TRUE,"1847","7",87125,"Hamilton","HAMILTON","HAMILTON","IL","424234","Civil","Hamilton County","Hamilton","38.081554","-88.5390963","135","443",TRUE,NA
"HANCOCK",NA,"HANCOCK","HANCOCK",NA,NA,"IL","1855",TRUE,"1891","3",87236,"Hancock","HANCOCK","HANCOCK","IL","424235","Civil","Hancock County","Hancock","40.4037747","-91.1646955","211","692",TRUE,NA
"HANCOCK",NA,"HANCOCK","HANCOCK",NA,NA,"IN","1829",TRUE,"1833","9",87237,"Hancock","HANCOCK","HANCOCK","IN","450357","Civil","Hancock County","Hancock","39.82355","-85.7732376","275","902",TRUE,NA
"HANDY",NA,"HANDY","LIVINGSTON",NA,NA,"MI","1850",TRUE,"1855","8",87263,"Livingston","HANDY","LIVINGSTON","MI","1626430","Civil","Township of Handy","Livingston","42.642371","-84.0904712","278","912",TRUE,NA
"HANOVER",NA,"HANOVER","SHELBY",NA,NA,"IN","1820",TRUE,"1834","9",87327,"Shelby","HANOVER","SHELBY","IN","453372","Civil","Township of Hanover","Shelby","39.6623633","-85.683812","270","886",TRUE,NA
"HANOVER",NA,"HANOVER","LAKE",NA,NA,"IN","1857",TRUE,"1860","8",87328,"Lake","HANOVER","LAKE","IN","453371","Civil","Township of Hanover","Lake","41.3918215","-87.4787076","220","722",TRUE,NA
"HARDIN",NA,"HARDIN C.H.","HARDIN",NA,NA,"KY","1804",TRUE,"1822","8",87428,"Hardin","HARDIN","HARDIN","KY","516893","Civil","Hardin County","Hardin","37.6979246","-85.9633719","238","781",TRUE,NA
"HARP",NA,"HARP","DE WITT",NA,NA,"IL","1870",TRUE,"1871","8",87572,"De Witt","HARP","DE WITT","IL","429112","Civil","Township of Harp","De Witt","40.1831409","-88.8598508","228","748",TRUE,NA
"HARRIS",NA,"HARRIS","ST. JOSEPH",NA,NA,"IN","1838",TRUE,"1841","9",87623,"Saint Joseph","HARRIS","ST. JOSEPH","IN","453376","Civil","Township of Harris","St. Joseph","41.7352309","-86.1203672","236","774",TRUE,NA
"HARRISON",NA,"HARRISON","KANDIYOHI",NA,NA,"MN","1858",FALSE,"1907","5",87676,"Kandiyohi","HARRISON","KANDIYOHI","MN","664402","Civil","Township of Harrison","Kandiyohi","45.1960817","-94.818385","362","1188",TRUE,NA
"HARTWICK",NA,"HARTWICK","OSCEOLA",NA,NA,"MI","1881",TRUE,"1911","3",87810,"Osceola","HARTWICK","OSCEOLA","MI","1626447","Civil","Township of Hartwick","Osceola","44.0304462","-85.2660673","409","1342",TRUE,NA
"HASSAN",NA,"HASSAN","HENNEPIN",NA,NA,"MN","1866",TRUE,"1904","5",87869,"Hennepin","HASSAN","HENNEPIN","MN","664409","Civil","Township of Hassan (historical)","Hennepin","45.1855199","-93.5807934","286","938",TRUE,NA
"HAUGEN",NA,"HAUGEN","AITKIN",NA,NA,"MN","1904",TRUE,"1905","6",87937,"Aitkin","HAUGEN","AITKIN","MN","664413","Civil","Township of Haugen","Aitkin","46.723455","-93.1274795","382","1253",TRUE,NA
"HAVEN",NA,"HAVEN","SHERBURNE",NA,NA,"MN","1877",TRUE,"1880","7",87963,"Sherburne","HAVEN","SHERBURNE","MN","664416","Civil","Township of Haven","Sherburne","45.5131581","-94.0698403","308","1010",TRUE,NA
"HAW CREEK",NA,"HAW CREEK","KNOX",NA,NA,"IL","1852",TRUE,"1855","8",87978,"Knox","HAW CREEK","KNOX","IL","429122","Civil","Township of Haw Creek","Knox","40.8443624","-90.1569017","181","594",TRUE,NA
"HAYWOOD",NA,"HAYWOOD C. H.","HAYWOOD",NA,NA,"NC","1829",TRUE,"1832","8",88123,"Haywood","HAYWOOD","HAYWOOD","NC","1008561","Civil","Haywood County","Haywood","35.5560557","-82.982173","1137","3730",TRUE,NA
"HEGBERT",NA,"HEGBERT","SWIFT",NA,NA,"MN","1884",TRUE,"1906","5",88307,"Swift","HEGBERT","SWIFT","MN","664436","Civil","Township of Hegbert","Swift","45.3691936","-96.0559589","336","1102",TRUE,NA
"HELEN",NA,"HELEN","MCLEOD",NA,NA,"MN","1873",TRUE,"1875","8",88340,"McLeod","HELEN","MCLEOD","MN","664442","Civil","Township of Helen","McLeod","44.7605385","-94.0708367","303","994",TRUE,NA
"HELVETIA",NA,"HELVETIA","MADISON",NA,NA,"IL","1840",TRUE,"1843","8",88396,"Madison","HELVETIA","MADISON","IL","429125","Civil","Township of Helvetia","Madison","38.6989534","-89.6518968","141","463",TRUE,NA
"HENRYVILLE",NA,"HENRYVILLE","RENVILLE",NA,NA,"MN","1879",TRUE,"1892","6",88525,"Renville","HENRYVILLE","RENVILLE","MN","664457","Civil","Township of Henryville","Renville","44.672446","-95.0559405","323","1060",TRUE,NA
"HICKORY MOUNTAIN",NA,"HICKORY MOUNTAIN","CHATHAM",NA,NA,"NC","1826",TRUE,"1849","7",88762,"Chatham","HICKORY MOUNTAIN","CHATHAM","NC","1026539","Civil","Township of Hickory Mountain","Chatham","35.7042609","-79.3257643","158","518",TRUE,NA
"HIGDEM",NA,"HIGDEM","POLK",NA,NA,"MN","1880",TRUE,"1880","9",88802,"Polk","HIGDEM","POLK","MN","664467","Civil","Township of Higdem","Polk","48.1416784","-97.0765043","249","817",TRUE,NA
"HILLMAN",NA,"HILLMAN","KANABEC",NA,NA,"MN","1895",TRUE,"1906","5",88984,"Kanabec","HILLMAN","KANABEC","MN","664476","Civil","Township of Hillman","Kanabec","46.0258755","-93.3693991","364","1194",TRUE,NA
